address,x,y
447 BT PANJANG RING RD,21131.9250536161,40570.6457196362
479 SEGAR RD,21255.1584857386,41286.258098606
618 SENJA RD,19983.911341968,40801.3308874387
509 JELAPANG RD,20844.5754659083,40951.7857096437
534 JELAPANG RD,20309.8048157692,40707.7845661566
626 SENJA RD,19827.2876928039,40824.4073798321
538 JELAPANG RD,20251.3119372353,40647.0022778716
631 SENJA RD,19869.126188389,40935.3413865026
167 PETIR RD,20393.5724898176,39934.0216092803
466 SEGAR RD,21320.6063415706,40986.705670584
622 SENJA RD,19998.7161997715,40875.0141773522
244 BT PANJANG RING RD,21155.8988403874,40320.6754876152
121 PENDING RD,20937.0491503812,39909.4413126521
612 SENJA RD,19955.673462186,40663.6536340211
605 SENJA RD,20047.2017867249,40308.0219570231
422 FAJAR RD,20917.6763695469,40773.3404484242
107 GANGSA RD,20587.8128561983,39996.1658660304
133 CASHEW RD,20938.46209013,39583.6827735212
4 QUEEN'S RD,25189.1865793495,33455.3014395628
17 TOH YI DR,21237.7884768508,35770.4536581021
5 TOH YI DR,21456.6365021169,35597.2136123087
7 TOH YI DR,21514.5632785512,35505.5209023524
668 CHANDER RD,30020.9990889151,32211.2153315172
28 KELANTAN RD,30688.899651669,32015.4503667969
4 SAGO LANE,29067.241846215,29360.5222637244
4 TG PAGAR PLAZA,29048.6675650589,28708.637005711
532 UPP CROSS ST,29409.7630974073,29625.1200134307
53 CHIN SWEE RD,28906.3926351834,30004.348913217
335B SMITH ST,29127.341652004,29422.8727362473
1E CANTONMENT RD,28872.2584008342,28787.8613948673
1D CANTONMENT RD,28908.9452855904,28820.8745939042
19 TECK WHYE LANE,19055.9212035378,40152.080457408
106 TECK WHYE LANE,19053.9334142432,39993.2598369122
4 TECK WHYE AVE,19040.047492425,40433.4934341293
26 TECK WHYE LANE,19366.4690820063,39956.0007056575
688C CHOA CHU KANG CRES,18838.0873070657,42783.0318074469
25 TECK WHYE LANE,19304.9965928867,39996.4767484907
686A CHOA CHU KANG CRES,18489.2292113388,42915.9528104365
289 CHOA CHU KANG AVE 3,17688.801401794,40138.5881707165
504 CHOA CHU KANG ST 51,17897.1763112107,41211.9377584383
102 TECK WHYE LANE,19216.7218949907,39896.4850416854
152 JLN TECK WHYE,19620.6360305045,40088.3266703561
506 CHOA CHU KANG ST 51,17818.6263229987,41189.7459386736
406 CHOA CHU KANG AVE 3,17638.1377912685,40260.4504329097
444 CHOA CHU KANG AVE 4,17331.2352374196,40397.9793732055
216 CHOA CHU KANG CTRL,18402.3645474631,40559.9837618358
613 CHOA CHU KANG ST 62,18105.211099294,42501.275319377
790 CHOA CHU KANG NTH 6,18692.1538557308,41979.829029154
765 CHOA CHU KANG NTH 5,18699.7229098827,41625.9649116006
401 CHOA CHU KANG AVE 3,17588.1748542981,40185.1228650473
476B CHOA CHU KANG AVE 5,17343.0975931864,39900.4673397671
476C CHOA CHU KANG AVE 5,17382.5353231067,39925.7439513616
634 CHOA CHU KANG NTH 6,18697.6346308822,42055.6211802978
227 CHOA CHU KANG CTRL,18278.7854246991,40349.8373581357
483 CHOA CHU KANG AVE 5,17365.2230957998,39759.2898967136
516 CHOA CHU KANG ST 51,18007.1538495962,41429.9805342667
686B CHOA CHU KANG CRES,18561.3533974113,42946.3839688543
297B CHOA CHU KANG AVE 2,17960.3503453014,39926.2040549815
18 TECK WHYE LANE,19180.7767574433,40030.8179250453
674 CHOA CHU KANG CRES,18393.2496771151,42602.387213992
677 CHOA CHU KANG CRES,18224.9641370401,42597.5779945962
691A CHOA CHU KANG CRES,18891.5511298366,42558.585294839
461 CHOA CHU KANG AVE 4,17008.3402008889,40017.6245346945
684D CHOA CHU KANG CRES,18371.6741437651,42947.873062849
213 CHOA CHU KANG CTRL,18417.4231417747,40459.3521293178
130 CHOA CHU KANG AVE 1,18760.7054814175,40361.8081035521
531 CHOA CHU KANG ST 51,17785.6262905346,41644.5283568185
163 JLN TECK WHYE,19498.4482058799,40319.6945930664
120 TECK WHYE LANE,18765.448202054,40091.0654991306
207 CHOA CHU KANG CTRL,18471.0278014736,40341.0643041264
704 WEST COAST RD,19900.1954867067,32074.9054039977
705 CLEMENTI WEST ST 2,19912.7326066345,31999.3494339306
507 WEST COAST DR,19929.6047979938,32708.7403499205
602 CLEMENTI WEST ST 1,20542.7668926464,31937.4311579484
362 CLEMENTI AVE 2,20942.3992586471,32779.1754614301
303 CLEMENTI AVE 4,20376.3326029917,33731.5224885009
430 CLEMENTI AVE 3,20124.4698955584,32842.8712247573
433 CLEMENTI AVE 3,20043.7111617699,32922.8692030422
363 CLEMENTI AVE 2,20832.7155921161,32790.651991209
375 CLEMENTI AVE 4,20586.1857099291,33417.8721417021
511 WEST COAST DR,19886.1338592432,32514.182532927
410 C'WEALTH AVE WEST,20918.9628496589,32638.1161240488
350 CLEMENTI AVE 2,20974.5855363691,33100.1985745076
333 CLEMENTI AVE 2,20674.8857032647,33052.0002912562
315 CLEMENTI AVE 4,20443.491053924,33415.3746092934
327 CLEMENTI AVE 5,20567.40942025,32919.2088957708
462 CLEMENTI AVE 3,20497.6580019565,32600.2583223432
68 CIRCUIT RD,34094.1075688638,34189.1025763806
44 CIRCUIT RD,33876.1477273116,34320.3026326224
91 PAYA LEBAR WAY,33945.3581659319,33880.9456264824
45 CIRCUIT RD,33871.5158177633,34290.8136862703
57 CIRCUIT RD,33939.2246617116,34106.7326172851
66 CIRCUIT RD,34049.0766787687,34307.1812800728
19 EUNOS CRES,35777.7098321067,34057.3206181545
99 ALJUNIED CRES,33674.4267195603,33737.192953106
321 UBI AVE 1,35947.3130585849,34526.1511945091
301 UBI AVE 1,35644.9974057917,34815.1931862589
106 ALJUNIED CRES,33518.0285971425,33479.9667589571
45 SIMS DR,33021.8730536625,33290.0189980287
36 CASSIA CRES,33759.6969568562,32458.8742397651
111 ALJUNIED CRES,33667.8136796737,33628.3973492179
4 JOO CHIAT RD,35303.0718890559,33076.7015992831
10 PINE CL,33444.7772313561,32384.9912416935
315 UBI AVE 1,35799.7814274421,34639.4316660818
349 UBI AVE 1,35485.640557698,34228.9805541243
121 PAYA LEBAR WAY,33513.5081040422,33797.3240257241
2 HAIG RD,35164.2417886751,32732.3568534125
5 PINE CL,33494.4061611267,32151.7527273204
11 PINE CL,33495.0023496011,32270.021695558
53 PIPIT RD,33940.0073917704,34026.0061794352
335 UBI AVE 1,35735.8367704852,34252.5744474325
2 HOUGANG AVE 3,34662.3762808703,38354.3851482999
677 HOUGANG AVE 8,33668.5618134271,39244.2059064005
679 HOUGANG AVE 8,33723.0874067992,39275.0429282114
645 HOUGANG AVE 8,33357.1068034871,39307.8144676648
240 HOUGANG ST 22,34380.5179410372,37611.9181666709
986B BUANGKOK CRES,33209.4325193362,40470.262980748
125 HOUGANG AVE 1,33917.5536934091,37168.1891016252
317 HOUGANG AVE 7,35026.3114646468,38593.5077587087
611 HOUGANG AVE 8,33723.1790582538,39110.1000934541
606 HOUGANG AVE 4,33856.2454989059,39188.085008679
980C BUANGKOK CRES,33303.1523972359,40222.472558111
910 HOUGANG ST 91,33509.7010878539,40096.0510900691
248 HOUGANG AVE 3,34595.9483477259,37937.8633381892
328 HOUGANG AVE 5,35035.1728103645,38974.835107537
690 HOUGANG ST 61,33829.0722954525,39879.7306533176
554 HOUGANG ST 51,34272.4722264446,40080.0195011534
710 HOUGANG AVE 2,34076.1552947732,38743.7367514875
980D BUANGKOK CRES,33299.7176772468,40273.4979315791
978C BUANGKOK CRES,33055.0435856776,40220.6113797929
952 HOUGANG AVE 9,32942.6772980178,39698.9328433312
417 HOUGANG AVE 8,34848.5001058094,39827.4737663977
568 HOUGANG ST 51,34195.5321620181,40007.9889339544
981D BUANGKOK CRES,33120.8474535346,40268.9676013831
161 HOUGANG ST 11,33050.7316087177,37182.3979222924
457 HOUGANG AVE 10,34975.5108006913,39884.4337834325
468 HOUGANG AVE 8,35111.6145427059,39525.4463858828
167 HOUGANG AVE 1,34135.2980269175,37102.5235281847
918 HOUGANG AVE 9,33586.3856299613,39730.721097067
979C BUANGKOK CRES,33189.9877007008,40167.9692117069
251 HOUGANG AVE 3,34489.3007113012,38002.710889101
436 HOUGANG AVE 8,34735.908836226,39910.4610712901
306 HOUGANG AVE 5,34919.6653113533,38803.3735176623
526 HOUGANG AVE 6,34370.6930140583,39600.5793306082
16 HOUGANG AVE 3,34424.444443211,38319.5493020881
649 HOUGANG AVE 8,33253.9770332016,39374.8479118254
699A HOUGANG ST 52,34181.5258341609,39884.1681818757
917 HOUGANG AVE 9,33583.0971648712,39665.406632239
655 HOUGANG AVE 8,33410.4803973986,39450.1628579367
467 HOUGANG AVE 8,35071.1043575872,39453.0314758252
838 HOUGANG CTRL,34465.1860573338,39099.6832457855
974 HOUGANG ST 91,33133.2401951803,39974.4778265841
959 HOUGANG ST 91,33108.6510602999,39883.572780367
961 HOUGANG AVE 9,33046.5210295031,39970.3981261309
640 HOUGANG AVE 8,33167.8871994419,39259.3288807124
455 HOUGANG AVE 10,34912.6087849699,39940.6446073335
852 HOUGANG CTRL,34726.091536779,39080.1246195324
237 HOUGANG ST 21,34160.3533190144,37620.3982871342
23 TEBAN GDNS RD,17529.8473902959,33900.6024723444
249 JURONG EAST ST 24,17532.2628964679,36079.4492127579
412 PANDAN GDNS,18405.9809661582,33542.6225446314
252 JURONG EAST ST 24,17404.9292119313,36130.0801943969
245 JURONG EAST ST 24,17813.1107093981,35981.9527985305
40 TEBAN GDNS RD,17840.609142337,33733.9151423462
241 JURONG EAST ST 24,17944.9117061868,35960.0814864449
243 JURONG EAST ST 24,17982.6447129967,36024.326220192
244 JURONG EAST ST 24,17852.1215094076,36087.1163351778
308 JURONG EAST ST 32,17010.7337930417,36602.7791098766
52 TEBAN GDNS RD,17334.4159484888,33696.2773888819
217 JURONG EAST ST 21,17396.6307901759,35792.5342732966
282 TOH GUAN RD,18406.0461331271,35752.4916074537
21 TEBAN GDNS RD,17520.6607848257,33991.5969301853
260 JURONG EAST ST 24,17639.4591703657,36207.6383310501
240 JURONG EAST ST 21,17789.7254533013,35914.1394089665
209 JURONG EAST ST 21,17625.0212815963,35555.6563062929
276 TOH GUAN RD,18444.1612429628,35902.2881010138
50 TEBAN GDNS RD,17368.8509255238,33651.3529512845
285D TOH GUAN RD,18286.7476599598,35562.7907122001
287D JURONG EAST ST 21,18072.5244615339,35560.4964595698
287C JURONG EAST ST 21,18157.0836433573,35560.4277512468
191 BOON LAY DR,14516.8117496911,36212.6331537236
515 JURONG WEST ST 52,15458.592405255,36493.234010173
455 JURONG WEST ST 42,15225.0697955862,37019.776097063
462 JURONG WEST ST 41,15650.2393805217,36974.8814431634
939 JURONG WEST ST 91,11942.1000992097,36122.835431423
412 JURONG WEST ST 42,16072.2621242618,37261.4018999934
920 JURONG WEST ST 92,11863.0497509586,35775.4092837367
736 JURONG WEST ST 75,13347.1394190788,36472.0760539286
812 JURONG WEST ST 81,12702.7888307879,36493.9059291445
924 JURONG WEST ST 92,12031.0692051882,35825.4764939118
826 JURONG WEST ST 81,12542.3629175089,36465.2696924284
735 JURONG WEST ST 75,13293.2370434916,36476.9182351585
718 JURONG WEST ST 71,12892.7021164838,36205.1661934797
276D JURONG WEST ST 25,13654.0555027165,37283.2634960562
814 JURONG WEST ST 81,12694.7418754408,36423.062684143
543 JURONG WEST ST 42,14921.348588434,37108.002456991
483 JURONG WEST ST 41,15980.9938319717,36609.2379343845
664C JURONG WEST ST 64,13514.2412993815,35598.5019690357
676A JURONG WEST ST 64,13668.2492499286,36455.0017329734
620 JURONG WEST ST 65,13105.3927258225,35957.1719462406
486 JURONG WEST AVE 1,16093.6475746734,36761.0000005402
348 KANG CHING RD,15364.622846758,35863.6453899536
649A JURONG WEST ST 61,12868.8875998426,35578.3244230505
645 JURONG WEST ST 61,12769.2395859929,35689.6639299002
685B JURONG WEST ST 64,13627.0263445964,36119.2095085811
687 JURONG WEST CTRL 1,,
520 JURONG WEST ST 52,,
276C JURONG WEST ST 25,13657.5529076988,37259.8064443022
852 JURONG WEST ST 81,12364.9346000049,36619.7211900093
667B JURONG WEST ST 65,,
725 JURONG WEST AVE 5,12908.8580160085,36399.2976859231
654A JURONG WEST ST 61,12972.6935871523,35367.7223953921
631 JURONG WEST ST 65,13178.1447909493,36134.4359085932
678C JURONG WEST ST 64,,
664B JURONG WEST ST 64,13562.1005812157,35614.2980730385
658B JURONG WEST ST 65,,
988C JURONG WEST ST 93,,
989C JURONG WEST ST 93,,
681B JURONG WEST CTRL 1,,
661C JURONG WEST ST 64,,
9 JLN BATU,33526.7604866931,31686.1369437836
28 JLN BAHAGIA,,
85 WHAMPOA DR,,
73 GEYLANG BAHRU,32148.6630320791,33876.621421257
35 JLN BAHAGIA,30699.6330721788,34329.7543856297
44 BENDEMEER RD,31706.4621975301,33834.3498210926
4 JLN BATU,33645.444247379,31579.0182467289
1 KG KAYU RD,33617.7229815433,31766.3615687303
95 GEYLANG BAHRU,,
86 WHAMPOA DR,30509.9249731451,33931.1948683113
68 GEYLANG BAHRU,32063.1869119573,33800.6873132698
94 GEYLANG BAHRU,32228.0614924105,33877.7994209155
462 CRAWFORD LANE,31062.9654993275,31880.0475102142
34 WHAMPOA WEST,31341.2293344876,33639.9057209138
3 BEACH RD,30353.6886936361,30798.0891025625
99 WHAMPOA DR,30279.8018818004,33674.295689458
11 ST. GEORGE'S RD,31328.8931031674,33907.6705610976
101 JLN RAJAH,29917.1599884322,34548.0534102079
43 CAMBRIDGE RD,29795.7387912991,33066.4784061741
38A BENDEMEER RD,31741.6706123529,33590.8467978146
2B UPP BOON KENG RD,32260.8428992275,32878.3373411931
2A UPP BOON KENG RD,32294.1095926277,32892.0727100614
48 DORSET RD,29925.7951717749,32947.6399155557
4C ST. GEORGE'S LANE,,
12 NTH BRIDGE RD,,
11 JLN BATU,33482.2050763536,31560.5451514423
3B UPP BOON KENG RD,32397.0459504966,32954.0286394153
815 JELLICOE RD,31160.2472530147,32139.2491140515
108C MCNAIR RD,30909.5604870161,33567.1956072133
8 BOON KENG RD,31136.5014144294,33189.1117452513
10 JLN BATU,33516.5333587471,31599.0802900884
5 MARINE TER,37338.468000303,31877.6679018699
18 MARINE TER,37012.5814276021,31727.8469517771
45 MARINE CRES,36807.2195446249,31876.1935786512
60 MARINE DR,36372.967476083,31747.867588535
61 MARINE DR,36395.0031735888,31715.1008616909
2 MARINE TER,37443.6437652148,31867.0785266943
78 MARINE DR,36356.7869384196,31544.6846069023
72 MARINE DR,36351.9676397843,31846.6930699293
560 PASIR RIS ST 51,41032.3086558385,38755.6669983417
768 PASIR RIS ST 71,39373.5057083545,39707.2605039589
723 PASIR RIS ST 72,39493.4999516634,40294.423217833
115 PASIR RIS ST 11,41527.2800552603,38994.8033504151
411 PASIR RIS DR 6,41471.1808899511,39390.1895723194
476 PASIR RIS DR 6,41915.5274521336,39688.00924908
574 PASIR RIS ST 53,40555.2912255153,39584.1357036307
754 PASIR RIS ST 71,39213.4797259448,39908.4013047311
760 PASIR RIS ST 71,39153.3823113265,39821.0911264028
146 PASIR RIS ST 11,42115.7334867651,38343.4738731179
634 PASIR RIS DR 1,39945.7226972291,39950.6532609742
417 PASIR RIS DR 6,41591.9323474085,39327.9756992068
273 PASIR RIS ST 21,42555.8981032455,38543.6777889896
746 PASIR RIS ST 71,39333.2575229025,40065.1187241077
644 PASIR RIS DR 10,39602.3919893485,40002.7697649859
267 PASIR RIS ST 21,42484.9707737844,38664.7991817445
710 PASIR RIS ST 72,39609.4068669872,40437.8289898485
203 PASIR RIS ST 21,42328.7808345594,38775.810946865
651 PASIR RIS DR 10,39682.1550275441,40119.5199766029
246 PASIR RIS ST 21,42371.2091320753,39236.137400249
456 PASIR RIS DR 4,41969.0561391935,39329.0481544063
101 PASIR RIS ST 12,41895.7978723077,38787.3439869694
544 PASIR RIS ST 51,41229.3790181605,39000.8133007251
448 PASIR RIS DR 6,41887.4675783645,39178.277001502
779 PASIR RIS ST 71,39657.1693518097,39550.6732066441
604 ELIAS RD,40235.6551427916,39804.0079974663
175A PUNGGOL FIELD,36419.4096411876,42143.5096587222
134 EDGEDALE PLAINS,36553.7546922769,41583.0300793778
126A EDGEDALE PLAINS,36684.5536069293,41778.2142922934
604B PUNGGOL RD,36222.7625463502,42860.5912456233
635A PUNGGOL DR,36953.9774655681,42535.5039898362
641A PUNGGOL DR,37312.7972390242,42270.7683694642
603B PUNGGOL RD,36346.2195378002,42778.0669198092
268C PUNGGOL FIELD,35191.3077829313,42814.6558573712
613C PUNGGOL DR,36384.9034738541,42870.9817904141
617D PUNGGOL DR,36846.0913843215,42609.0527385622
615A EDGEFIELD PLAINS,36482.5152091002,42857.4226114806
612D PUNGGOL DR,36269.1249855859,42953.1695059799
267A PUNGGOL FIELD,35143.0565004395,42934.6223449372
305A PUNGGOL RD,36167.0113115134,42992.1541544534
303B PUNGGOL CTRL,36036.2933637174,42863.6347519215
289D PUNGGOL PL,35813.8798305057,42655.9884231426
288C PUNGGOL PL,35816.5948989131,42712.585890267
109B EDGEDALE PLAINS,36492.9211905617,41872.9068015814
138 EDGEDALE PLAINS,36510.955581692,41631.2121389899
110D PUNGGOL FIELD,36556.5540267508,41877.7465008385
117 EDGEFIELD PLAINS,36157.2303033797,41964.7164972965
176D EDGEFIELD PLAINS,36472.2023319555,42203.0217208043
649 PUNGGOL CTRL,37080.641410429,42125.178580815
103A EDGEFIELD PLAINS,35949.804355789,42237.605525516
173B PUNGGOL FIELD,36540.6347320545,42049.0881386921
185 EDGEFIELD PLAINS,36552.1911087735,42216.9281037785
173D PUNGGOL FIELD,36618.7230124427,41989.1282920595
638C PUNGGOL DR,37133.6246078862,42394.7732114196
160A PUNGGOL CTRL,37168.8766994104,41912.1988819651
294 PUNGGOL CTRL,35936.6000386961,42714.9021477215
298 PUNGGOL CTRL,36044.2433404448,42719.9267238211
267C PUNGGOL FIELD,35233.6890439997,42904.9584496394
288A PUNGGOL PL,35758.9928374076,42693.4648482539
190 PUNGGOL CTRL,36539.6499026679,42346.662432909
111 EDGEFIELD PLAINS,36152.9234114401,42063.1872379202
92 C'WEALTH DR,24320.1830205349,32006.7254994195
4 GHIM MOH RD,22977.8685881477,32831.8498951849
4 HOLLAND CL,23807.4450108353,32254.034994062
28C DOVER CRES,22327.2158726994,32002.0599016044
89 TANGLIN HALT RD,24171.9568905057,31505.6685705315
22 GHIM MOH LINK,22677.0954826092,32407.5870482381
28B DOVER CRES,22274.1376640406,31974.938607743
18C HOLLAND DR,23372.5686348621,32513.6744545531
27 DOVER CRES,22213.0845983727,31972.5967738424
28D DOVER CRES,22341.2923314748,32045.6144102588
7 C'WEALTH AVE,23709.4124598121,32086.8704287652
150 MEI LING ST,24703.6330025252,30809.3414979223
482 ADMIRALTY LINK,26012.7295032348,48560.6513105743
485 ADMIRALTY LINK,26056.8660349473,48669.5876000524
329 SEMBAWANG CL,26257.9255359154,47555.6799129918
479 SEMBAWANG DR,26051.3595017418,48229.2072636504
406 SEMBAWANG DR,26180.9969127867,48280.9255923368
507C WELLINGTON CIRCLE,26901.9942687415,48150.5941666923
490 ADMIRALTY LINK,26210.7903247876,48545.1755023748
509A WELLINGTON CIRCLE,26600.5882899314,48299.7267622985
503B CANBERRA LINK,26747.8148803348,48002.7829804532
508B WELLINGTON CIRCLE,26619.0711012408,48249.4252173956
352C CANBERRA RD,26498.0469292495,47941.2032215986
401 ADMIRALTY LINK,26051.8712425428,48431.3335899729
407 SEMBAWANG DR,26166.207249511,48326.9278122988
412 SEMBAWANG DR,26313.167511926,48168.2111320607
510B WELLINGTON CIRCLE,26616.1905577658,48358.214858491
484 ADMIRALTY LINK,25995.7654485451,48741.0585727673
504D MONTREAL DR,26949.7433448471,48009.8448945377
357B ADMIRALTY DR,26219.1791267432,47985.8812475409
501A WELLINGTON CIRCLE,26604.8476308677,48154.7835583203
321 SEMBAWANG CL,26353.6029956611,47525.7189071663
360B ADMIRALTY DR,25987.2638378143,47819.6453342512
353C ADMIRALTY DR,26456.5569392294,47932.3825863209
506A WELLINGTON CIRCLE,26956.9952813331,48178.5369033646
469 ADMIRALTY DR,25854.4675389165,47796.8189462069
408 SEMBAWANG DR,26264.2681313669,48341.631272357
468C ADMIRALTY DR,25947.8301032679,47993.3443637509
357C ADMIRALTY DR,26250.6655178769,47940.2945767287
339A SEMBAWANG CL,26282.0281432252,47739.705258619
308 CANBERRA RD,26711.9834293341,47553.0050707348
439B SENGKANG WEST AVE,33006.932928239,41543.2567683216
295B COMPASSVALE CRES,35428.8136289883,42207.2682281155
185D RIVERVALE CRES,36127.5715839062,41752.3724563718
295A COMPASSVALE CRES,35340.4137427118,42239.3410311658
188C RIVERVALE DR,35955.8939411649,41902.1552385353
407A FERNVALE RD,32668.8780509923,41133.237973975
304B ANCHORVALE LINK,34220.5899360906,41175.454879893
104 RIVERVALE WALK,35524.2804235676,40509.5422880426
203E COMPASSVALE RD,34951.0691011604,41098.0873104651
408A FERNVALE RD,32773.4743958926,41188.0637046751
318A ANCHORVALE LINK,34277.0728388978,41736.9868164957
408C FERNVALE RD,32811.7982034767,41241.1816551946
207A COMPASSVALE LANE,35183.763548526,40805.8336737677
441C FERNVALE RD,32613.9680844955,41568.0260279737
411A FERNVALE RD,32850.9904903164,41385.3121335451
270A SENGKANG CTRL,34781.4452319173,40855.0158178303
259B COMPASSVALE RD,35143.2096867058,41752.8072862253
443C FERNVALE RD,32477.5844544349,41459.3342432678
439A SENGKANG WEST AVE,32956.3643591823,41532.0537097771
410A FERNVALE RD,32743.265132064,41330.5229665693
434B FERNVALE RD,32815.0368474657,41834.4043220896
435B FERNVALE RD,32821.6427743761,41699.9496403635
212C COMPASSVALE DR,35534.3757344447,40881.7059745323
264B COMPASSVALE BOW,35036.1197442347,40361.2302877419
265A COMPASSVALE LINK,34895.4011335466,40469.8148632497
265D COMPASSVALE BOW,35023.6253021639,40435.451621335
272C SENGKANG CTRL,34733.1481539672,40691.5127705224
264D COMPASSVALE BOW,34969.353354496,40389.8425219469
277A COMPASSVALE LINK,34806.6572516346,40425.0693094358
273C COMPASSVALE LINK,34808.9209941365,40728.3875589222
183B RIVERVALE CRES,36347.7582410211,41469.2241556067
308A ANCHORVALE RD,33853.8796927631,41313.0977791473
192A RIVERVALE DR,35806.7028678143,41803.0608563758
303A ANCHORVALE LINK,34394.3241975214,41001.7253099997
122A SENGKANG EAST WAY,36091.1829598621,40950.4277970903
116B RIVERVALE DR,35682.926095116,40446.790764736
157D RIVERVALE CRES,36298.73264297,41113.2116468363
309B ANCHORVALE RD,33848.5488652028,41481.3971516918
117C RIVERVALE DR,35779.2966916896,40589.7349197306
292B COMPASSVALE ST,35281.0962432297,41921.7031499241
224C COMPASSVALE WALK,35212.4700372312,41169.1260866411
252 COMPASSVALE ST,35518.6269998373,41748.0504304413
200A SENGKANG EAST RD,34526.5652907947,40993.787016714
302A ANCHORVALE LINK,34442.6840815386,41055.3073292468
200B SENGKANG EAST RD,34612.3433945896,41000.2407562025
316A ANCHORVALE LINK,34238.010704387,41611.1944987625
405B FERNVALE LANE,32490.6126118628,41213.8487881273
241 COMPASSVALE WALK,35164.6669025067,41324.6732852329
260B SENGKANG EAST WAY,34894.9630952859,41727.3844197337
212A COMPASSVALE DR,35416.3362277923,40926.490967527
316B ANCHORVALE LINK,34176.6629496291,41639.7959575634
189A RIVERVALE DR,35868.3138934942,41939.7018248327
135 RIVERVALE ST,35979.6682316549,41119.2212339323
189B RIVERVALE DR,35824.7593545727,41965.6279873587
314D ANCHORVALE LINK,34224.8097773083,41482.4713624325
315B ANCHORVALE RD,34121.2883393141,41565.5826752558
225C COMPASSVALE WALK,35291.4939917997,41142.6958713848
202A COMPASSVALE DR,34657.7105014483,41143.3783841487
316C ANCHORVALE LINK,34126.6037302027,41674.3215569425
250D COMPASSVALE ST,35401.0307678059,41684.1388261225
120B RIVERVALE DR,35909.8130244464,40860.1563505773
320C ANCHORVALE DR,34452.9443831947,41463.395298643
108 SERANGOON NTH AVE 1,32224.5863041282,39102.1957003102
113 SERANGOON NTH AVE 1,32135.0540320436,38977.9349728208
105 SERANGOON NTH AVE 1,32107.3464473374,39140.5493521262
153 SERANGOON NTH AVE 1,32339.5289722942,39107.7713353224
215 SERANGOON AVE 4,32463.3635568414,37771.4018073492
253 SERANGOON CTRL DR,32166.4511023583,37307.6129085049
323 SERANGOON AVE 3,32016.3989351382,37030.9017906431
203 SERANGOON CTRL,32448.2437001308,37130.4844559152
103 SERANGOON NTH AVE 1,32111.5684073139,39187.6622860171
126 SERANGOON NTH AVE 1,32290.8531813314,38677.3271607421
528 SERANGOON NTH AVE 4,32324.7856493015,39270.0432626605
226 SERANGOON AVE 4,32177.5974992374,37656.0866008401
554 SERANGOON NTH AVE 3,32125.6110870196,39330.7108655572
224 SERANGOON AVE 4,32174.7315449314,37698.4644416254
308 SERANGOON AVE 2,31633.4033361198,37363.3680781797
335 SERANGOON AVE 3,32201.0675964924,36840.0124532767
328 SERANGOON AVE 3,31898.8969273409,36933.3270428739
232 SERANGOON AVE 3,31941.1084758257,37426.5920544434
233 SERANGOON AVE 3,31986.2196366135,37469.3573556915
505 SERANGOON NTH AVE 4,32783.4882858936,39471.9732103031
512 SERANGOON NTH AVE 4,32666.08304484,39280.4246967882
552 SERANGOON NTH AVE 3,32225.2212053547,39370.234828962
123 SERANGOON NTH AVE 1,32370.8343608854,38776.878589455
526 SERANGOON NTH AVE 4,32392.199440944,39309.9172752984
423 SERANGOON CTRL,32701.7646087855,36735.3322055247
849 TAMPINES ST 83,39373.9623008892,37215.9612722006
879 TAMPINES AVE 8,38845.0233831722,37138.5302308109
219 TAMPINES ST 24,41276.0858465144,37431.9070821162
809 TAMPINES AVE 4,39479.9941654531,36472.9709874019
213 TAMPINES ST 23,41423.3023576792,37432.2333407141
267 TAMPINES ST 21,40884.2145244861,37050.7567404583
130 SIMEI ST 1,41521.2128379242,36483.2392192706
841 TAMPINES ST 83,39260.0255588936,37079.8331341911
347 TAMPINES ST 33,42444.7485279944,37109.9709050432
348 TAMPINES ST 33,42472.9229055457,37181.3124821298
840 TAMPINES ST 82,39384.6538002416,37028.1926850285
355 TAMPINES ST 33,42276.2631889591,37460.5026991982
367 TAMPINES ST 34,42162.9430057919,37794.0846646149
401 TAMPINES ST 41,40419.1449872516,37684.0250091907
447 TAMPINES ST 42,41039.3339759316,37715.7003633454
719 TAMPINES ST 72,39420.717648821,37876.6407718118
891 TAMPINES AVE 8,38884.9852940347,36814.4647918865
109 TAMPINES ST 11,40899.8528414899,36613.2208075579
166 TAMPINES ST 12,40588.4213800412,36771.5823535435
164 TAMPINES ST 12,40540.2669550972,36860.0963501204
842H TAMPINES ST 82,39546.426608528,37080.6675922349
247 TAMPINES ST 21,40641.622113497,37154.1653394084
842D TAMPINES ST 82,39599.8301980114,36967.869683126
167D SIMEI LANE,42009.8161865193,36114.0263585132
112 SIMEI ST 1,40936.3683791896,36140.0575812105
298 TAMPINES ST 22,41514.7093378706,37099.645950973
358 TAMPINES ST 33,42209.9598085675,37396.7963420767
368 TAMPINES ST 34,42241.5810133005,37839.1101367418
498F TAMPINES ST 45,41949.7885396034,38218.9856514633
857A TAMPINES ST 83,39330.9525554059,37376.4024708122
494B TAMPINES AVE 9,41286.2986879721,38340.3764595408
479 TAMPINES ST 44,41382.2907228731,38166.2556154206
149 SIMEI ST 1,41655.9735289654,36447.4007460978
491C TAMPINES ST 45,41531.5978436731,38239.9732292276
498E TAMPINES ST 45,41993.1402830342,38172.105084883
388 TAMPINES ST 32,41911.074002618,37486.6027512886
361 TAMPINES ST 34,42384.8840557784,37570.3736640122
279 TAMPINES ST 22,41173.0096505601,36491.9974419679
