address,x,y
60 DAKOTA CRES,34148.5968103874,32242.7782098465
626 HOUGANG AVE 8,33441.1339346925,39092.5595850144
244 HOUGANG ST 22,34524.6487523336,37794.3555025328
126 HOUGANG AVE 1,33828.1815086911,37147.6500348412
620 HOUGANG AVE 8,33636.6828768123,39129.1380801201
631 HOUGANG AVE 8,33381.622599042,39186.4126117732
304 HOUGANG AVE 5,34923.4138497971,38868.5111266617
524 HOUGANG AVE 6,34387.6026469134,39563.8991048075
703 HOUGANG AVE 2,34247.9431735119,38619.0642280802
115 HOUGANG AVE 1,34071.6333488096,37207.4933194686
15 HOUGANG AVE 3,34521.8166679014,38301.3606350459
605 HOUGANG AVE 4,33918.0963378213,39220.1931344662
552 HOUGANG ST 51,34349.6886678291,40086.5884405859
706 HOUGANG AVE 2,34157.3358431822,38666.5438888613
515 HOUGANG AVE 10,34200.9018839374,39378.0945162941
968 HOUGANG AVE 9,33030.7565555433,40076.668835355
354 HOUGANG AVE 7,35357.7590831928,39379.5571258031
109 HOUGANG AVE 1,34238.5856447378,37490.9373687021
352 HOUGANG AVE 7,35320.5897570439,39346.0925100576
702 HOUGANG AVE 2,34276.8219475802,38644.2246106174
927 HOUGANG ST 91,33278.5861449512,39845.5073402934
301 HOUGANG AVE 5,34745.312796087,38868.5948176365
574 HOUGANG ST 51,33966.1775445119,39939.2060003355
156 HOUGANG ST 11,33150.035596665,37181.1069019828
506 HOUGANG AVE 8,34042.953374858,39419.0432542302
241 HOUGANG ST 22,34512.8337054253,37621.4331797659
548 HOUGANG ST 51,34465.3091874914,40170.2259623054
159 HOUGANG ST 11,33141.3900919398,37061.8542545438
544 HOUGANG AVE 8,34519.127508888,40047.5793053154
361 HOUGANG AVE 5,34972.3926838124,39029.4599496275
962 HOUGANG AVE 9,33015.8110121517,39969.337475447
981C BUANGKOK CRES,33148.2406446943,40268.4935442228
984B BUANGKOK LINK,33263.2362212967,40450.6126122344
616 HOUGANG AVE 8,33591.3928927761,38990.0897778459
432 HOUGANG AVE 6,34656.1049362523,39804.0525519382
926 HOUGANG ST 91,33299.9237719486,39787.7324183322
502 HOUGANG AVE 8,33963.4325108007,39423.5707997698
956 HOUGANG ST 91,33061.3952009892,39846.1208420545
957 HOUGANG ST 91,33126.4755732315,39846.6157538556
531 HOUGANG AVE 6,34339.9816346476,39749.670065593
641 HOUGANG AVE 8,33201.6075796494,39254.3000670932
421 HOUGANG AVE 10,34834.1851353217,39712.9429849535
830 HOUGANG CTRL,34344.5807034336,39196.1114726011
120 HOUGANG AVE 1,34025.5340291569,37390.3354290761
539 HOUGANG ST 52,34350.4564757729,39940.8931982834
144 LOR AH SOO,33563.8660079325,37120.3379618786
446 HOUGANG AVE 8,34784.6673193201,40086.8083677571
560 HOUGANG ST 51,34240.6008265577,40253.8013438545
428 HOUGANG AVE 6,34670.1681981869,39665.5029146951
145 LOR AH SOO,33555.6797895916,37066.7233742811
850 HOUGANG CTRL,34689.667559729,39081.8777714167
358 HOUGANG AVE 5,34930.4130486203,38985.1428693905
834 HOUGANG CTRL,34292.3450041013,39099.7836144194
562 HOUGANG ST 51,34210.1531418208,40322.0552536529
33 TEBAN GDNS RD,17820.2809828641,33618.0499363039
35 TEBAN GDNS RD,17908.8919580597,33535.1189601291
202 JURONG EAST ST 21,17944.7461403161,35437.9718733579
229 JURONG EAST ST 21,17394.3260345552,35998.5283333808
341 JURONG EAST AVE 1,16641.5743552754,36814.271046523
110 JURONG EAST ST 13,17193.7952849958,35671.2708631624
24 TEBAN GDNS RD,17379.1068080552,33971.2237319537
302 JURONG EAST ST 32,17000.9256345257,36310.6384635605
315 JURONG EAST ST 32,16819.0058811856,36463.3837548997
204 JURONG EAST ST 21,17830.7366340877,35485.5450319424
286A TOH GUAN RD,18245.5922522312,35648.2379263975
60 TEBAN GDNS RD,17465.2266373867,33889.2723790705
320 JURONG EAST ST 31,16580.6551346313,36764.548286004
219A JURONG EAST ST 21,17331.2995871529,35863.2922231201
281 TOH GUAN RD,18328.5542530902,35784.5191296004
337 JURONG EAST AVE 1,16713.8714320716,36866.9180877544
213 BOON LAY PL,14592.1059016986,36842.2058529835
215 BOON LAY PL,14538.630425754,36756.5164041128
121 YUAN CHING RD,15842.6875493182,35321.1514702849
485 JURONG WEST AVE 1,16194.9643835379,36719.1459169444
917 JURONG WEST ST 91,11810.0276894104,35834.4409021121
504 JURONG WEST ST 51,15260.2244847389,36882.8952245675
474 JURONG WEST ST 41,15854.5527200075,36691.5134876408
516 JURONG WEST ST 52,15450.9248893512,36404.7639324423
271A JURONG WEST ST 24,13615.211388493,36999.505386224
903 JURONG WEST ST 91,11611.8024521703,35765.1609682012
815 JURONG WEST ST 81,12701.6150081111,36386.2770954911
938 JURONG WEST ST 91,12024.8728949018,36114.5000221897
824 JURONG WEST ST 81,12510.8739535967,36504.0347466804
835 JURONG WEST ST 81,12462.5739093842,36183.871758895
837 JURONG WEST ST 81,12373.5965099772,36136.6323956363
420 JURONG WEST ST 42,16187.1565149948,36965.1357880328
711 JURONG WEST ST 71,12680.06547496,36130.2030824106
706 JURONG WEST ST 71,12539.1358358897,35932.2647856567
980 JURONG WEST ST 93,12458.7600526316,35698.7959319279
464 JURONG WEST ST 41,15646.4178357022,36935.1811082158
668B JURONG WEST ST 64,13539.9067334952,36009.4253826123
415 JURONG WEST ST 42,15943.3886771258,37214.2249190472
655A JURONG WEST ST 61,12994.0979550537,35302.8506300952
432 JURONG WEST ST 42,15786.1574284565,37185.4172142055
744 JURONG WEST ST 73,13062.9258366274,36532.625702491
183 YUNG SHENG RD,15687.5098320041,35048.6628874913
667D JURONG WEST ST 65,13408.3192470623,36003.8811052293
632 JURONG WEST ST 65,13142.561083396,36233.868777616
990C JURONG WEST ST 93,12549.4178396901,35309.5141267106
693 JURONG WEST CTRL 1,13851.4250640571,36116.9804229196
352 KANG CHING RD,15409.3684913749,35726.0708963424
648C JURONG WEST ST 61,12934.8895413848,35682.167730784
447 JURONG WEST ST 42,15433.3680967363,37176.3130284548
262 BOON LAY DR,13990.0017911457,36336.3565034308
351 CORPORATION DR,15370.9079330405,35682.5542529356
987A JURONG WEST ST 93,12550.2731523737,35411.975095626
345 KANG CHING RD,15559.6062921379,35819.1343222111
608 JURONG WEST ST 65,13182.162351232,35572.3647478614
694 JURONG WEST CTRL 1,13947.8888557525,36141.3779614642
684B JURONG WEST ST 64,13632.3456400549,36220.8947696108
275D JURONG WEST ST 25,13490.7997448361,37306.4123894665
949 JURONG WEST ST 91,12236.9905010406,36164.5420191344
273A JURONG WEST AVE 3,13551.005428032,37062.4167850204
268B BOON LAY DR,14046.8463963578,36624.9326103739
271C JURONG WEST ST 24,13640.9025201239,36918.9720278438
204 BOON LAY DR,14843.3012303598,36281.6953397598
811 JURONG WEST ST 81,12777.0624977238,36496.7384675965
677C JURONG WEST ST 64,13715.0860792734,36388.1572518367
623 JURONG WEST ST 61,12968.0075584492,35832.5446734689
674A JURONG WEST ST 65,13420.7542428132,36289.6111136656
670A JURONG WEST ST 65,13481.4451520564,36249.3486417253
678D JURONG WEST ST 64,13540.9578800332,36334.2282404229
677A JURONG WEST ST 64,13723.7738683717,36418.8727779612
365 CORPORATION DR,15409.3975789072,35544.743063692
705 JURONG WEST ST 71,12567.7783986134,35897.2370101586
539 JURONG WEST AVE 1,14983.0694566267,36998.8024425711
437 JURONG WEST AVE 1,15830.1242778525,37075.6818499565
644 JURONG WEST ST 61,12757.7022175668,35751.2074579764
180 YUNG SHENG RD,15529.7520414907,35098.621738283
408 JURONG WEST ST 42,15674.2622316945,37431.1871581245
553 JURONG WEST ST 42,15269.8010931797,37247.0125913378
648A JURONG WEST ST 61,12900.1774912262,35611.4234620892
660A JURONG WEST ST 64,13641.7692438383,35319.8883873243
654B JURONG WEST ST 61,12933.7708367072,35371.8431392312
604 JURONG WEST ST 62,13171.8653345117,35642.114259271
263 BOON LAY DR,13944.8079987615,36342.7011268381
989D JURONG WEST ST 93,12654.7006624611,35329.2698580734
274B JURONG WEST ST 25,13528.2208703412,37218.9030478075
601 JURONG WEST ST 62,13178.3999500517,35758.9116889443
410 JURONG WEST ST 42,16099.4221308753,37308.1193524096
828A JURONG WEST ST 81,12442.6191054909,36351.658724742
669C JURONG WEST ST 64,13476.4470301736,36184.1727134585
160 YUNG PING RD,15555.9640245857,34594.2932338398
606 JURONG WEST ST 65,13083.2311437726,35568.1380055435
666A JURONG WEST ST 65,13316.6189095732,35770.6496130303
6 BEACH RD,31461.2206115341,31814.3847214282
32 JLN BAHAGIA,30757.5559440432,34262.4773750044
63 KALLANG BAHRU,31895.4659908507,33695.0359777976
24 BENDEMEER RD,31228.0590081075,33432.2206793837
684 RACE COURSE RD,30597.6247609584,32954.9284460358
12 UPP BOON KENG RD,32089.0955493199,32946.4970570263
65 KALLANG BAHRU,31900.3181302482,33550.7649046648
20 ST. GEORGE'S RD,31287.6887521092,34108.5192152914
801 FRENCH RD,31021.9719345085,32187.028155461
10 GLOUCESTER RD,30104.3141052676,32908.5719695929
14 KG ARANG RD,33645.1979265278,31392.6116885543
59 JLN MA'MOR,30649.4878311427,34481.1395851187
30 JLN BAHAGIA,30758.8403962003,34219.2409223244
9 GLOUCESTER RD,30045.6678285925,32875.2093872204
121 MCNAIR RD,30562.2804731559,33470.3025852405
466 CRAWFORD LANE,31258.6425355552,31935.1425351631
69 MOULMEIN RD,29914.1238675211,33468.5085110422
52 KENT RD,23230.1925191171,29227.4561257511
59C GEYLANG BAHRU,31915.3734858856,33828.8925338965
37 CAMBRIDGE RD,29785.6531056399,33237.9279796593
39 CAMBRIDGE RD,29686.0376298726,33179.4986336231
53 GEYLANG BAHRU,31877.4520003414,34062.3770967089
113 WHAMPOA RD,30655.4592503104,34229.4402037263
13 ST. GEORGE'S RD,31273.4703970263,33942.0907370895
104 WHAMPOA DR,30226.8268566979,33672.8342906684
103 AH HOOD RD,29280.7657936811,34464.8853449151
58 MARINE TER,36981.9965683632,32049.5338720065
75 MARINE DR,36249.0358221121,31745.7084521856
1 MARINE TER,37492.7093472723,31907.0427379236
107 PASIR RIS ST 12,41822.0178761855,38838.1441363692
765 PASIR RIS ST 71,39287.7461285656,39854.5046497919
559 PASIR RIS ST 51,41174.3010038175,38722.1516837236
767 PASIR RIS ST 71,39412.0251076492,39737.644898342
641 PASIR RIS DR 1,39827.1650935002,39822.9850546811
429 PASIR RIS DR 6,41734.3036202751,39121.6563188341
627 PASIR RIS DR 3,39937.0818235064,40177.9135761503
775 PASIR RIS ST 71,39543.9917005776,39562.767294094
626 PASIR RIS DR 3,39974.5547072636,40196.327194849
521 PASIR RIS ST 52,40358.1127459556,39509.3933369666
216 PASIR RIS ST 21,42199.7535049943,39005.4748123623
440 PASIR RIS DR 4,41953.0718288692,39003.8396753445
414 PASIR RIS DR 6,41669.6369508347,39383.9257946964
640 PASIR RIS DR 1,39920.2061513281,39753.0602311082
725 PASIR RIS ST 72,39409.7975051198,40350.4054276533
234 PASIR RIS DR 4,42301.7567009255,39477.1136825141
568 PASIR RIS ST 51,40864.2524865447,38975.1770146806
709 PASIR RIS DR 10,39714.0440433975,40413.9654088058
487 PASIR RIS DR 4,42163.7547931159,39659.9138104282
752 PASIR RIS ST 71,39269.4186828164,39979.7716969363
745 PASIR RIS ST 71,39381.3366713701,40038.7743791211
407 PASIR RIS DR 6,41487.9452364845,39514.6154116597
194 PASIR RIS ST 12,42062.0064536072,38670.9578689281
576 PASIR RIS ST 53,40618.153802054,39472.2841230333
248 PASIR RIS ST 21,42434.1602727342,39180.3061368633
240 PASIR RIS ST 21,42409.3687055791,39486.0414664559
210 PASIR RIS ST 21,42279.2625342701,38785.2703576721
241 PASIR RIS ST 21,42361.6590686562,39447.0570298601
247 PASIR RIS ST 21,42371.6622437909,39194.6812195666
157 PASIR RIS ST 13,42394.917135681,38483.8022084236
204 PASIR RIS ST 21,42363.4838951267,38836.8274790775
538 PASIR RIS ST 51,41017.4450478787,39068.0880109835
715 PASIR RIS ST 72,39544.4907893613,40548.4376459625
547 PASIR RIS ST 51,41358.8785585398,38998.6551934872
165A PUNGGOL CTRL,37062.7206453094,41877.5705227815
105C EDGEFIELD PLAINS,36043.8181358101,42173.1119284052
201D PUNGGOL FIELD,35796.6759625804,42395.6129360907
114 EDGEFIELD PLAINS,36261.5938874846,41966.0871526711
306A PUNGGOL PL,36021.1472949339,43104.2146144062
269A PUNGGOL FIELD,35306.7482686257,42778.7109014317
273A PUNGGOL PL,35654.9130761856,42683.1027856357
135 EDGEDALE PLAINS,36536.138544145,41556.1217510495
126B EDGEDALE PLAINS,36656.7299142368,41827.7897082679
183 EDGEFIELD PLAINS,36516.4313020911,42298.9607867338
107A EDGEFIELD PLAINS,36180.3705098787,42120.7874833457
165B PUNGGOL CTRL,37030.7581085237,41891.8408782594
105D EDGEFIELD PLAINS,36002.7355831182,42118.1851329096
178 EDGEFIELD PLAINS,36359.0015862519,42364.9152075406
193 EDGEFIELD PLAINS,36423.768836203,42426.9924509749
651 PUNGGOL CTRL,37135.7288381141,42084.112554444
274B PUNGGOL PL,35675.2856085226,42775.0958145279
191 PUNGGOL CTRL,36506.0924852844,42376.6365145035
113 C'WEALTH CRES,24064.4421974197,32118.9324261453
3 DOVER RD,22324.3558509173,31793.4260495882
31 HOLLAND CL,23967.0186684961,32144.2318900675
13 HOLLAND DR,23535.7421243628,32407.9736006577
9 HOLLAND AVE,22133.0733021749,32910.5529183224
53 STIRLING RD,24694.7434773156,31002.0869285855
10 HOLLAND AVE,23654.8340790765,32274.1291820202
15 GHIM MOH RD,23003.199349165,32384.03731592
56 STRATHMORE AVE,25388.9261238147,30638.7907624822
181 STIRLING RD,24910.7396228882,30751.735562114
182 STIRLING RD,24844.2037541131,30862.3665862679
61A STRATHMORE AVE,25581.1178622535,30694.1036866456
49 STRATHMORE AVE,25205.9455079138,30711.8714471068
62A STRATHMORE AVE,25563.6013865918,30752.2647070065
478 SEMBAWANG DR,26127.0777384695,48230.3122266643
507B WELLINGTON CIRCLE,26897.4561899425,48277.7137355134
314 SEMBAWANG DR,26650.5184466755,47262.3883871324
315 SEMBAWANG VISTA,26585.5833910229,47612.6221324522
350B CANBERRA RD,26602.7622575937,47967.2746401783
339B SEMBAWANG CL,26246.3922839351,47739.7714546993
320 SEMBAWANG CL,26390.8247762257,47565.2704144362
317 SEMBAWANG VISTA,26565.6113949148,47510.4738923423
402 ADMIRALTY LINK,26047.0242487015,48389.3547720164
409 SEMBAWANG DR,26256.4145884365,48294.5542665608
411 SEMBAWANG DR,26287.7586595109,48202.1412996631
491 ADMIRALTY LINK,26263.75079099,48635.0785572603
330 SEMBAWANG CL,26274.3212486748,47605.8776084445
325 SEMBAWANG CRES,26373.8521254286,47351.5182463732
589B MONTREAL DR,27127.3954940904,47923.6197326221
471 SEMBAWANG DR,26059.25977844,48173.9786660895
501D WELLINGTON CIRCLE,26788.5137560647,48075.3215654902
507D WELLINGTON CIRCLE,26847.4467008132,48097.6820989978
310 CANBERRA RD,26751.4010915812,47631.3666407485
441D FERNVALE RD,32666.1956114713,41556.0436596517
306C ANCHORVALE LINK,34098.070404632,41312.3053936027
146 RIVERVALE DR,36105.9860015865,41379.6758717597
314A ANCHORVALE LINK,34212.9499943201,41431.2615056057
132 RIVERVALE ST,35812.2038922468,41327.9802137949
122 SENGKANG EAST WAY,36171.0257844618,40943.4609850105
120A RIVERVALE DR,35864.1928772433,40874.9690175205
114 RIVERVALE WALK,35540.4964050408,40671.7682383116
116C RIVERVALE DR,35738.2163485605,40457.3173943814
268A COMPASSVALE LINK,35047.747704736,40679.9512179773
271B SENGKANG CTRL,34807.6394174378,40822.2275704481
275A COMPASSVALE LINK,34820.2607126283,40536.8024211451
292A COMPASSVALE ST,35316.9120456818,41983.6246645804
122D RIVERVALE DR,36057.6825976269,41003.6782911122
158D RIVERVALE CRES,36226.7091584792,41149.9984159395
121D SENGKANG EAST WAY,36023.2914486323,40859.8312421627
157A RIVERVALE CRES,36354.8025088711,41087.6164344456
121C SENGKANG EAST WAY,36019.5885543078,40915.0140745342
119B RIVERVALE DR,35750.7617316479,40701.3578559794
301A ANCHORVALE DR,34500.2113508554,41216.602115266
291A COMPASSVALE ST,35191.7061398644,41945.7670142148
301B ANCHORVALE DR,34430.1291337684,41248.0857217461
319C ANCHORVALE DR,34378.4719766779,41423.0331239644
190A RIVERVALE DR,35729.5143940458,41886.8043765742
306A ANCHORVALE LINK,34202.0302743707,41344.5937652327
412B FERNVALE LINK,32967.8845051257,41294.3030562662
237 COMPASSVALE WALK,35256.1009120075,41310.1447741203
413A FERNVALE LINK,33053.6249555489,41248.0520940162
409B FERNVALE RD,32862.5089715207,41269.207568286
407B FERNVALE RD,32655.0675872583,41213.8312326968
260A SENGKANG EAST WAY,34927.6948323417,41672.0707691386
232 COMPASSVALE WALK,35514.0305038299,41386.2269833516
268D COMPASSVALE LINK,34959.2500226032,40780.6395121608
312B ANCHORVALE LANE,33806.8611344444,41516.4787133951
250C COMPASSVALE ST,35407.123712929,41622.5845529102
122C SENGKANG EAST WAY,36104.5042021759,41049.2809131518
313D ANCHORVALE RD,34036.7094833013,41562.5273644421
138 RIVERVALE ST,35935.3187344093,41174.5227167979
530 SERANGOON NTH AVE 4,32356.2817261899,39488.5914835483
518 SERANGOON NTH AVE 4,32538.7232995695,39294.7277114224
111 SERANGOON NTH AVE 1,32147.1924620904,39007.8439177144
538 SERANGOON NTH AVE 4,32440.2997770002,39656.6234081872
141 SERANGOON NTH AVE 2,32585.5835866006,38957.749193944
521 SERANGOON NTH AVE 4,32443.0649994565,39484.2584098037
208 SERANGOON CTRL,32495.954789917,37356.2690252792
325 SERANGOON AVE 3,31935.6643249337,37005.3595472239
409 SERANGOON CTRL,32574.0756083876,36696.8674399406
549 SERANGOON NTH AVE 3,32203.8479529405,39409.091050379
532 SERANGOON NTH AVE 4,32541.4477813197,39651.5638422966
411 SERANGOON CTRL,32521.4723346615,36731.1092467047
329 SERANGOON AVE 3,31866.7544473922,36860.3674907181
416 SERANGOON CTRL,32618.4789523771,36924.4321904983
851 TAMPINES ST 83,39309.3936694479,37227.9459711574
405 TAMPINES ST 41,40419.7000112683,37765.5000045449
217 TAMPINES ST 23,41192.514702484,37362.8736809343
252 TAMPINES ST 21,40881.1768296408,37183.6008325014
111 TAMPINES ST 11,40697.8410492186,36560.798929859
847 TAMPINES ST 83,39322.564177203,37179.5562429093
280 TAMPINES ST 22,41174.8578439141,36629.4316737428
898 TAMPINES ST 81,39288.9750087038,36601.2577502094
251 TAMPINES ST 21,40776.0148971966,37206.6392780393
853 TAMPINES ST 83,39323.5054812282,37263.7625000421
915 TAMPINES ST 91,39823.9480911186,36747.7318785377
145 TAMPINES ST 12,40283.2300569192,36769.4469472934
269 TAMPINES ST 21,40765.4768867893,36984.3846517429
235 TAMPINES ST 21,40791.5908318851,37509.1060891431
453 TAMPINES ST 42,41420.874441633,37679.0920845438
346 TAMPINES ST 33,42384.3086916758,37038.9219285566
126 SIMEI ST 1,41458.7304877965,36575.4788414259
487A TAMPINES AVE 9,41854.9139381247,37958.0820789002
374 TAMPINES ST 34,41943.4331105258,37612.4066919293
908 TAMPINES AVE 4,39729.5723968158,36961.6318754349
450E TAMPINES ST 42,41321.4820409054,37738.8084555157
444 TAMPINES ST 42,41138.8482052935,37824.2795814201
450C TAMPINES ST 42,41235.9548889631,37690.975930579
242 SIMEI ST 5,41451.4720436931,36145.5360559952
503 TAMPINES CTRL 1,40440.3264011843,37543.6496071685
265 TAMPINES ST 21,40988.6295036282,37172.1902869288
285 TAMPINES ST 22,41298.7407361632,36903.1714441795
498J TAMPINES ST 45,41752.5028508455,38365.5111445598
859 TAMPINES AVE 5,39655.5880312677,37420.1013577487
221 SIMEI ST 4,41713.4902952919,35981.2080547903
418 TAMPINES ST 41,40685.8167597391,37816.6551671252
390 TAMPINES AVE 7,41832.9216449074,37585.5910138991
248 TAMPINES ST 21,40663.5725158248,37113.172712896
131 SIMEI ST 1,41425.4410934085,36404.9729934055
255 SIMEI ST 1,41181.0922313249,36064.815520402
158 TAMPINES ST 12,40524.4945206586,37058.3619648498
496E TAMPINES AVE 9,40963.3834021613,38132.6618764568
359 TAMPINES ST 34,42280.5512844808,37552.4028961845
887A TAMPINES ST 81,38923.6287920624,36917.5733140484
496C TAMPINES ST 43,41026.9013108155,38245.7286560647
307 TAMPINES ST 32,41692.4134269748,37230.9731630143
450F TAMPINES ST 42,41321.4795286627,37778.626290774
887 TAMPINES ST 81,38970.6102115652,36953.1986098103
247 SIMEI ST 5,41338.1881215703,36269.0492248219
108 SIMEI ST 1,41097.4987797895,36130.1087068375
102 SIMEI ST 1,41136.1947927689,35945.1965092868
146 SIMEI ST 2,41643.8460256616,36309.476778347
114 TAMPINES ST 11,40624.7881808691,36456.5133766159
231 SIMEI ST 4,41753.658633803,36195.387122497
109 SIMEI ST 1,40999.6695993487,36045.8885869682
164 SIMEI RD,41923.7870400669,36467.7891993932
143 TAMPINES ST 12,40270.5543096261,36688.4730384089
243 SIMEI ST 5,41560.5413912274,36234.0432120059
515A TAMPINES CTRL 7,39692.4710222911,37672.1284203343
495D TAMPINES ST 43,41210.5819646446,38413.7460218035
230J TAMPINES ST 21,40947.8130065138,37587.0194205865
740 TAMPINES ST 72,39072.4740536995,37938.078846233
325 TAMPINES ST 32,41996.5574475918,37192.707197547
311 TAMPINES ST 33,41812.755631024,37267.3818244636
330 TAMPINES ST 32,42046.0778969079,37273.1238728501
896A TAMPINES ST 81,39042.9511164008,36746.7651494071
144 SIMEI ST 2,41605.2793477764,36387.967895329
156 TAMPINES ST 12,40438.90695382,37081.2893571556
161 LOR 1 TOA PAYOH,29300.4261506293,34746.480746774
58 LOR 4 TOA PAYOH,29914.8522665491,35436.1323971841
234 LOR 8 TOA PAYOH,30737.2154049659,35641.2813448943
1 LOR 7 TOA PAYOH,30239.6090564895,35732.926715726
169 LOR 1 TOA PAYOH,29055.1248156335,34881.0134290941
112 LOR 1 TOA PAYOH,29354.5044740057,35967.6784174088
38 LOR 5 TOA PAYOH,30397.2675074814,35280.7504920512
125 LOR 1 TOA PAYOH,29382.0507606268,35611.3990660943
100 LOR 1 TOA PAYOH,29699.0683298102,35747.7033335008
114 POTONG PASIR AVE 1,31337.3234327966,35439.3165890705
17 LOR 7 TOA PAYOH,30591.8783539822,35400.7925587744
118 LOR 1 TOA PAYOH,29288.1753355591,35747.5918262489
177 TOA PAYOH CTRL,29729.0207395293,35121.4444639031
104 POTONG PASIR AVE 1,31988.6518204454,35169.9914343264
226 LOR 8 TOA PAYOH,30641.1664057197,35742.3657259122
221 LOR 8 TOA PAYOH,30632.3435003413,36085.8269493394
200 TOA PAYOH NTH,29968.616287183,35980.898988409
179 TOA PAYOH CTRL,29866.8038703529,35121.5182572473
148 POTONG PASIR AVE 1,31834.5592103479,34950.5191924311
142 LOR 2 TOA PAYOH,29318.1586791575,35335.6709918063
141 POTONG PASIR AVE 3,31799.0373100163,35139.0340367444
239 LOR 1 TOA PAYOH,29972.2825572463,35852.1914098244
135 POTONG PASIR AVE 3,31728.8338696547,35208.8457791284
10 LOR 7 TOA PAYOH,30660.95461463,35482.4717722144
79A TOA PAYOH CTRL,29585.5544920834,35191.2113491353
10 JOO SENG RD,33213.5175772225,35200.8806381412
97 LOR 3 TOA PAYOH,29608.20971468,35643.9311857969
138B LOR 1A TOA PAYOH,29369.7070531147,35382.813679127
136 POTONG PASIR AVE 3,31694.9863941828,35130.554037353
145 POTONG PASIR AVE 2,31655.4827405941,34952.5975132659
19 MARSILING LANE,21765.3621874293,47216.3897085264
166 WOODLANDS ST 13,21554.5901142387,46149.4894108996
206 MARSILING DR,21328.6428847313,47451.4007765614
218 MARSILING CRES,21330.9517567968,47574.556208089
331 WOODLANDS AVE 1,21923.0212135119,45687.1060966831
160 WOODLANDS ST 13,21501.2937642215,46116.3120383192
7 MARSILING DR,21702.9472138332,47038.0361592956
617 WOODLANDS AVE 4,23817.0629048049,46178.6416562013
774 WOODLANDS CRES,24196.768706942,47754.3502712008
850 WOODLANDS ST 82,23411.2019325793,46958.4685312025
579 WOODLANDS DR 16,23814.6070816787,45826.5469444375
666 WOODLANDS RING RD,24002.7059833584,46664.7236212157
612 WOODLANDS AVE 4,23928.5867436752,46309.6140669361
669 WOODLANDS RING RD,24129.7068714136,46676.2445541266
758 WOODLANDS AVE 6,23786.1186435279,47494.0295086652
802 WOODLANDS ST 81,22735.8451547166,46957.4288864993
406 WOODLANDS ST 41,21257.1882869946,45681.8256955836
847 WOODLANDS ST 82,23372.2172235707,47091.5565831959
876 WOODLANDS AVE 9,23246.398239743,47383.7966295686
547 WOODLANDS DR 16,23511.7595598763,45765.6384689286
413 WOODLANDS ST 41,21262.3314530551,45501.6792526059
172 WOODLANDS ST 13,21787.1770799942,46188.765661126
772 WOODLANDS DR 60,24090.2147801947,47653.2987309452
703 WOODLANDS DR 40,23911.1846507248,46959.2059803586
769 WOODLANDS DR 60,24175.3991472218,47659.599828992
898A WOODLANDS DR 50,23699.5717329457,46341.7234942466
689B WOODLANDS DR 75,25226.6690883255,47347.6232108884
603 WOODLANDS DR 42,23893.0967457993,46585.044031851
354 WOODLANDS AVE 1,22630.1400935724,46012.1702579986
764 WOODLANDS CIRCLE,23937.297778585,47433.9662666004
36 MARSILING DR,21197.6488021193,47442.1712813582
623 WOODLANDS DR 52,24172.2295445027,46283.8865229189
621 WOODLANDS DR 52,24078.4848771254,46202.3569846582
137 MARSILING RD,21741.6496436251,46682.7667597942
759 WOODLANDS AVE 6,23782.0106425099,47569.4643159937
733 WOODLANDS CIRCLE,24155.4279986173,47265.0756089948
215 MARSILING LANE,21183.1099393573,47694.7007016707
607 WOODLANDS RING RD,23872.7704932094,46483.5535150282
752 WOODLANDS CIRCLE,23725.5715980111,47473.1757456549
544 WOODLANDS DR 16,23523.5269347094,45594.9913904965
578 WOODLANDS DR 16,23863.9675647011,45918.4743826091
655 WOODLANDS RING RD,24098.2466620859,46567.489146119
659 WOODLANDS RING RD,24188.1825880008,46410.9056323022
672 WOODLANDS DR 71,24258.0523541104,46794.6538750045
537 WOODLANDS DR 16,23466.7301529115,45709.8591756709
683D WOODLANDS DR 62,24641.5191953676,46935.9955218695
501 WOODLANDS DR 14,23402.6439931309,46071.1513591092
524 WOODLANDS DR 14,23588.7724793386,46040.4572324492
513 WOODLANDS DR 14,23120.6476615593,46175.2899310235
825 WOODLANDS ST 81,23166.0189756677,46739.849362161
586 WOODLANDS DR 16,23704.3252895204,45594.4736869019
789 WOODLANDS AVE 6,24559.9587232275,47226.1136917789
637 WOODLANDS RING RD,24585.1986802937,46568.9383469112
656 WOODLANDS RING RD,24193.9829930607,46520.1526226327
358 WOODLANDS AVE 5,22497.6838554712,46154.9171262756
635 WOODLANDS RING RD,24548.1715531321,46466.0865275208
124 MARSILING RISE,21998.3180593699,46723.9534040801
818 WOODLANDS ST 82,23171.5243586898,47037.2211938333
459 YISHUN AVE 11,29448.37708415,44756.4337306079
753 YISHUN ST 72,28145.6602874408,45414.4936875664
243 YISHUN RING RD,28813.3333257614,46137.0014764443
767 YISHUN AVE 3,28131.3296078704,45139.6831569374
269 YISHUN ST 22,28780.1552570174,46535.5410471614
138 YISHUN RING RD,27699.0287043629,45925.6675084047
129 YISHUN ST 11,27832.6780458465,46158.0688406155
210 YISHUN ST 21,28617.3395048166,45893.2551591117
127 YISHUN ST 11,27739.1584511958,46213.0573222619
151 YISHUN ST 11,28105.6723763803,45836.812058704
287 YISHUN AVE 6,28495.4919225965,46811.9241508842
409 YISHUN RING RD,29552.9393775687,45327.8973796349
806 YISHUN RING RD,27754.3683854248,44334.6762252096
215 YISHUN ST 21,28259.5775065869,45958.5361475497
